Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
GLUCARDEG-PWY: D-glucarate degradation I	5.78646e-4	2.35072e-4	2.67064e-4	4.045e-5	0.00152489	5.39919e-4	4.2956e-5	6.85362e-5	1.13671e-4	0.00130134	1.99272e-4	6.10014e-4	1.13065e-4	4.68815e-4	0.00155638	8.23691e-4	4.14898e-4	0.00169848	9.87563e-4	9.99055e-4	7.54225e-4	3.70518e-4	6.13298e-4	9.22263e-4	3.0295e-4	2.43192e-4	9.91876e-6	5.61263e-4	0.00129181	5.29228e-4	3.42799e-5	1.9642e-4	8.92219e-5	3.1509e-4	8.46432e-4	7.54649e-5	2.00237e-4	2.58385e-4	2.69685e-5	1.34212e-4	5.37744e-5	8.32733e-5	4.39256e-5	3.95115e-4	2.48697e-4	6.2562e-4	0.00113038	2.3277e-4	1.66773e-5	4.05847e-4	3.51285e-4	8.44791e-4	7.76624e-4	1.09578e-4	2.04187e-4	2.543e-4	3.28782e-5	0	3.74351e-4	1.42572e-4
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	2.60473e-4	6.299e-5	0	0	0.00123608	1.35383e-4	0	0	0	8.84805e-4	2.50459e-5	2.59668e-4	0	1.09566e-4	0.00121081	4.50702e-4	2.82398e-4	0.00124191	8.41732e-4	7.18441e-4	5.22841e-4	1.17492e-4	3.99225e-4	7.03192e-4	5.79969e-5	1.58836e-4	0	2.95735e-4	0.0011299	2.09384e-4	0	2.30998e-5	0	3.26054e-5	4.74977e-4	0	1.34597e-5	6.36078e-5	0	0	0	0	0	5.00972e-5	0	3.59335e-4	8.88998e-4	9.70287e-5	0	2.34526e-4	2.36302e-4	6.95205e-4	6.43469e-4	0	1.17586e-4	1.15509e-4	0	0	1.18518e-4	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00762e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	1.49919e-4	1.23951e-4	8.73311e-5	4.02639e-5	1.16317e-4	7.66359e-5	4.28958e-5	6.84548e-5	1.12879e-4	1.10774e-4	1.22859e-4	1.28128e-4	1.12345e-4	9.19209e-5	0	6.48077e-5	1.04798e-4	1.31824e-4	6.82261e-5	5.20563e-5	1.83826e-4	9.19848e-5	4.44918e-5	5.94852e-5	3.31158e-5	9.58457e-5	9.91876e-6	8.01239e-5	6.76759e-5	1.95978e-4	3.41856e-5	1.22682e-4	8.85743e-5	0.00024577000000000003	1.89816e-4	7.50562e-5	8.2764e-5	1.96951e-4	2.6887e-5	1.3408e-4	5.32701e-5	8.28696e-5	4.38494e-5	0	1.62097e-4	1.14038e-4	1.7269e-4	3.76721e-5	1.66773e-5	1.21574e-4	8.76796e-5	5.95329e-5	1.32318e-4	1.09578e-4	4.79445e-5	1.60081e-4	3.28782e-5	0	1.37825e-4	1.42572e-4
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	9.22038e-4	3.34005e-4	0.00035141700000000003	4.12464e-5	0.00259952	7.4825e-4	4.39611e-5	7.08509e-5	1.19225e-4	0.00222613	2.14546e-4	9.70062e-4	1.26636e-4	5.72351e-4	0.00206055	8.97584e-4	5.01665e-4	0.00267936	0.00125053	0.00150881	0.00115895	4.79664e-4	7.0323e-4	0.00130719	3.19694e-4	2.79755e-4	9.97626e-6	0.00065129300000000005	0.00157974	5.95776e-4	3.53031e-5	2.0961e-4	9.44184e-5	3.57331e-4	0.00110214	7.91474e-5	2.21461e-4	3.08029e-4	2.78705e-5	1.5495e-4	5.48068e-5	8.71374e-5	4.51162e-5	4.79373e-4	3.28669e-4	7.3232e-4	0.00161807	2.72698e-4	1.71731e-5	5.61203e-4	4.1476e-4	0.00108071	0.00101962	1.2447e-4	2.35299e-4	3.13094e-4	3.38412e-5	0	5.34933e-4	1.51719e-4
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	5.52769e-4	9.37782e-5	0	0	0.0023392	3.92365e-4	0	0	0	0.00198757	0	6.06957e-4	0	1.96062e-4	0.00193734	5.55472e-4	3.60288e-4	0.00228059	0.00109416	0.00138077	8.90087e-4	3.40668e-4	5.13307e-4	0.0011451	1.42949e-4	2.08739e-4	0	4.16666e-4	0.00147287	2.72303e-4	0	2.52748e-5	0	2.62394e-5	7.04407e-4	0	0	8.58887e-5	0	0	0	0	0	0	0	5.43355e-4	0.00140541	1.89698e-4	0	3.79313e-4	2.86124e-4	9.14859e-4	8.08881e-4	0	1.31318e-4	2.33961e-4	0	0	2.73532e-4	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00762e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	1.70532e-4	1.52744e-4	9.47699e-5	4.10529e-5	1.25124e-4	7.91843e-5	4.3898e-5	7.07639e-5	1.18353e-4	1.16243e-4	1.28755e-4	1.38996e-4	1.25718e-4	9.59381e-5	0	6.55645e-5	1.16139e-4	1.38513e-4	7.4797e-5	5.38126e-5	2.25895e-4	9.71409e-5	4.53623e-5	6.26426e-5	3.32971e-5	1.04165e-4	9.97626e-6	8.26772e-5	7.04205e-5	2.07811e-4	3.51985e-5	1.2802e-4	9.36935e-5	2.76049e-4	2.09581e-4	7.86979e-5	8.62694e-5	2.26861e-4	2.77836e-5	1.54773e-4	5.42778e-5	8.66955e-5	4.50359e-5	0	1.88482e-4	1.18263e-4	1.92569e-4	3.88404e-5	1.71731e-5	1.45232e-4	9.50238e-5	6.44048e-5	1.75031e-4	1.2447e-4	5.07625e-5	1.90652e-4	3.38412e-5	0	1.56043e-4	1.51719e-4
GLUCONEO-PWY: gluconeogenesis I	0.0104989	0.0164925	0.0118063	0.0111483	0.0079404	0.0101673	0.0117959	0.00808284	0.0123992	0.00882933	0.0134694	0.0104749	0.0108709	0.0117268	0.00942642	0.0117117	0.0123277	0.00878748	0.011286	0.00954669	0.0118243	0.0131887	0.0117034	0.0105123	0.00941892	0.0114984	0.0151319	0.0121044	0.00985463	0.0138611	0.00589854	0.0111102	0.0082974	0.0144898	0.0113604	0.00715443	0.0121955	0.0137337	0.0143117	0.0099607	0.00778379	0.0122424	0.0136521	0.0130747	0.0149118	0.0113115	0.0113833	0.0129322	0.0118499	0.0138419	0.0127884	0.010821	0.0128459	0.0140808	0.0130854	0.0129919	0.0159795	0.0126925	0.0129223	0.0152543
GLUCONEO-PWY: gluconeogenesis I|g__Escherichia.s__Escherichia_coli	1.65486e-4	0	0	0	0.00176801	1.65821e-4	0	0	0	0.00114302	0	2.81604e-4	0	4.94459e-5	0.00130387	4.41273e-4	2.48546e-4	0.00147347	7.77717e-4	9.7677e-4	5.00286e-4	1.50577e-4	2.38057e-4	6.46365e-4	0	1.59713e-4	0	2.92442e-4	0.00117608	1.65229e-4	0	0	0	0	5.34451e-4	0	0	6.5754e-5	0	0	0	0	0	0	0	3.38297e-4	9.34685e-4	1.23792e-4	0	2.63675e-4	2.84737e-4	7.8656e-4	6.64293e-4	0	1.01228e-4	1.24773e-4	0	0	2.02198e-4	0
GLUCONEO-PWY: gluconeogenesis I|unclassified	0.00973319	0.0163	0.0108154	0.0105281	0.00542114	0.00889613	0.0114356	0.00756914	0.0116474	0.00707202	0.0130682	0.00938137	0.0100491	0.0105789	0.00753275	0.0104727	0.0117001	0.00596887	0.00953573	0.00797353	0.0110502	0.0122333	0.0107879	0.0094154	0.00876846	0.010325	0.0149339	0.0110495	0.00775106	0.0134519	0.00501069	0.0100984	0.00757995	0.0140092	0.0100916	0.00612049	0.0114026	0.0123885	0.0139666	0.00947248	0.00669398	0.0111521	0.0132829	0.0128117	0.0146284	0.0104893	0.00986273	0.0125587	0.0116535	0.013107	0.0119757	0.00951535	0.0119325	0.0137831	0.0113797	0.0125555	0.0158904	0.0115439	0.0122983	0.0146255
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.00684736	0.00600946	0.00700079	0	0.00453923	0.00794178	0	0	0.00791799	0.0047142	0.00839952	0.00525461	0.00666275	0.00775229	0.00530763	0.00612766	0.00572983	0.00509919	0.00511881	0.00559323	0.00502466	0.00673971	0.00625482	0.00536807	0.00986842	0.0063335	0	0.00540094	0.00492374	0.00541177	0	0.006703	0	0.0061859	0.00600276	0	0.00754452	0.00658389	0.00735921	0	0.00706002	0	0.00702384	0.00576082	0.00570027	0.00476857	0.00451629	0.00588897	0.0042654600000000004	0.00606991	0.00714753	0.00505299	0.00511945	0	0.00574509	0.00522464	0	0.00634925	0.00529196	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	3.62013e-4	1.3492e-4	0	0	0.00167829	2.25144e-4	0	0	0	0.00121131	1.53632e-4	2.20718e-4	0	5.29581e-5	0.00173883	2.5729e-4	2.99206e-4	0.00161347	7.24852e-4	0.00103576	5.26339e-4	5.71612e-5	2.38855e-4	9.65949e-4	6.70761e-5	2.03954e-4	0	2.64268e-4	0.00131869	2.3439e-4	0	2.82096e-5	0	0	5.057e-4	0	0	1.18647e-4	0	0	0	0	0	6.38206e-5	0	3.4768e-4	8.89273e-4	6.65641e-5	0	3.20244e-4	3.42723e-4	7.31241e-4	9.81333e-4	0	1.58822e-4	1.93232e-4	0	2.06175e-5	4.0296e-4	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53329e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29796e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	0.00658278	0.00587454	0.00678581	0	0.00282662	0.00750292	0	0	0.00778248	0.00383995	0.00811329	0.00494869	0.00660585	0.00725691	0.0035688	0.00583127	0.00540361	0.0034385	0.00433763	0.00468382	0.00473017	0.00666147	0.00595	0.00440212	0.00947239	0.00610882	0	0.00507708	0.00359028	0.00530835	0	0.0064531	0	0.00613072	0.00549706	0	0.00697639	0.0063765	0.00724098	0	0.00669186	0	0	0.00563091	0.00570027	0.00406917	0.00362702	0.00583892	0.00420027	0.00572559	0.0068048	0.00432175	0.00413812	0	0.00541859	0.00499018	0	0.00561931	0.00486116	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	0.00326162	0.00349485	0.00210095	0.00281446	0.00290761	0.00261096	0.00377829	0.00356003	0.00386706	0.00268331	0.00396518	0.00241337	0.00371734	0.00319668	0.0029227	0.00344352	0.00326582	0.0025545	0.00297842	0.00262129	0.00332336	0.00251843	0.00334837	0.00331919	0.00385759	0.00315638	0.00468037	0.00273676	0.00304635	0.00333115	0.0017396	0.00284808	0.00280351	0.00272747	0.0025331	0.00277182	0.0030157	0.00331691	0.0037045	0.00435105	0.00215224	0.00388484	0.00301394	0.00267889	0.00273009	0.00286859	0.00298644	0.00301923	0.00195962	0.0032001	0.00361467	0.00317311	0.00313984	0.00322537	0.00317256	0.0027682	0.00349867	0.00260451	0.00253454	0.00341772
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Escherichia.s__Escherichia_coli	8.89854e-5	0	0	0	6.62268e-4	9.55025e-5	0	0	0	5.48568e-4	0	1.13019e-4	0	3.50344e-5	4.57529e-4	1.68401e-4	1.50052e-4	4.8401e-4	3.72387e-4	3.7537e-4	2.9555e-4	7.84869e-5	1.00751e-4	4.0159e-4	3.55153e-5	6.94076e-5	0	1.52092e-4	5.43199e-4	1.01445e-4	0	0	0	0	2.29291e-4	0	0	4.50733e-5	0	0	0	0	0	0	0	1.54821e-4	4.88027e-4	7.27047e-5	0	1.61325e-4	1.76737e-4	2.69498e-4	2.35846e-4	0	6.18051e-5	6.33136e-5	0	0	1.62724e-4	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00078e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	0.00272339	0.00332491	0.00208267	0.00277502	0.00129198	0.00228163	0.00377582	0.0035122	0.00382469	0.00172503	0.00385693	0.00197831	0.00368457	0.003102	0.00189572	0.0030709	0.00288295	0.00148919	0.00232548	0.00192166	0.0024444	0.00238361	0.00297275	0.00249704	0.00379553	0.00303606	0.00468018	0.00224299	0.0017241	0.00298167	0.00165988	0.00276537	0.00277455	0.00267172	0.00178016	0.00274223	0.0029574	0.00315132	0.00369116	0.00432969	0.00210992	0.00382607	0.00299802	0.00260053	0.00272801	0.00230445	0.00172797	0.00285417	0.0019576	0.00282561	0.00325969	0.00214267	0.00229448	0.00322323	0.00301601	0.00243329	0.00349867	0.00254774	0.00224602	0.00337455
GLUDEG-I-PWY: GABA shunt	9.47921e-4	6.53235e-4	6.16113e-4	5.41924e-4	8.73235e-4	5.88011e-4	8.97881e-4	3.71045e-4	5.55849e-4	5.55584e-4	8.605e-4	5.92524e-4	5.80429e-4	4.30382e-4	5.85567e-4	6.44899e-4	7.90889e-4	5.31906e-4	0.00117422	0.00125265	9.21078e-4	7.17768e-4	8.03472e-4	0.00103645	4.02454e-4	5.92805e-4	2.4638e-4	7.74275e-4	6.9694e-4	6.11659e-4	3.18348e-4	8.35377e-4	5.19894e-4	4.80493e-4	0.00112686	1.99478e-4	6.41082e-4	6.36486e-4	1.29605e-4	6.50671e-4	3.30372e-4	6.89351e-4	5.99505e-4	7.44392e-4	5.90678e-4	9.50182e-4	0.00100127	5.43113e-4	5.1079e-4	8.31922e-4	8.53348e-4	0.00114514	9.10235e-4	6.17208e-4	7.3918e-4	7.13868e-4	2.79324e-4	9.43174e-4	8.20912e-4	2.38278e-4
GLUDEG-I-PWY: GABA shunt|g__Escherichia.s__Escherichia_coli	4.17855e-5	0	0	0	1.03958e-4	4.08761e-5	0	0	0	1.96016e-4	0	0	0	0	1.35422e-4	0	2.86893e-5	2.28956e-4	6.12567e-5	6.22398e-5	1.01113e-4	0	4.62569e-5	7.80632e-5	0	2.23186e-5	0	0	2.23702e-4	0	0	0	0	0	6.87141e-5	0	0	0	0	0	0	0	0	0	0	5.07239e-5	8.0484e-5	0	0	0	0	4.84689e-5	6.70742e-5	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76865e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|unclassified	9.0687e-4	2.89393e-4	5.61787e-4	5.41924e-4	4.50456e-4	4.7705e-4	8.97881e-4	3.71045e-4	5.54393e-4	3.30353e-4	8.605e-4	4.55087e-4	5.68653e-4	4.05999e-4	4.24882e-4	2.9723e-4	3.86331e-4	4.25179e-4	2.7836e-4	5.08859e-4	2.56639e-4	4.05669e-4	6.18435e-4	5.22197e-4	3.93836e-4	5.65809e-4	2.44541e-4	3.61782e-4	4.78271e-4	2.06861e-4	3.18348e-4	7.86237e-4	5.19894e-4	4.52419e-4	5.1173e-4	1.99478e-4	3.19285e-4	4.59171e-4	1.29605e-4	6.50053e-4	3.30372e-4	6.45992e-4	5.49667e-4	6.05675e-4	5.1423e-4	4.8496e-4	4.47599e-4	2.60722e-4	4.71097e-4	5.13332e-4	7.57263e-4	5.83513e-4	3.14962e-4	6.16564e-4	4.43261e-4	2.78092e-4	2.79324e-4	4.16943e-4	4.85394e-4	2.38278e-4
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)	1.80156e-4	0	5.07158e-4	0	2.2162e-4	0	0	0	0	0	0	6.33778e-5	7.19916e-5	0	8.12265e-5	0	0	0	0	0	0	0	7.27628e-5	0	0	0	0	2.66575e-4	0	0	0	1.43902e-4	0	0	1.18276e-4	0	1.82076e-4	3.68129e-5	0	0	0	0	0	0	1.90029e-4	8.17454e-5	1.18104e-4	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)|unclassified	1.74787e-4	0	0	0	0	0	0	0	0	0	0	6.26794e-5	7.14984e-5	0	7.9328e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67064e-5	0	0	0	0	0	0	0	8.03988e-5	1.14866e-4	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I	0.0075143	0.00579479	0.00726458	0.00772332	0.00461	0.00698816	0.00932835	0.00984838	0.00689922	0.00401877	0.0069476	0.00482649	0.00576263	0.00639495	0.00516963	0.00615583	0.00651249	0.00433972	0.00531804	0.00559233	0.00531698	0.00594396	0.00675177	0.00539295	0.00831154	0.00649411	0.00809666	0.00592729	0.00472653	0.00619125	0.00844678	0.00656254	0.00844861	0.00601841	0.00576342	0.00972836	0.00621071	0.00655806	0.00654779	0.0099969	0.00792125	0.00771232	0.00746467	0.00724002	0.00590143	0.00601616	0.0049489	0.00611058	0.00624209	0.00633675	0.00687603	0.00576826	0.00591508	0.00725463	0.00704563	0.0063158	0.00688823	0.00679199	0.0059534	0.00667384
GLUTORN-PWY: L-ornithine biosynthesis I|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43151e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39062e-5	5.8189e-5
GLUTORN-PWY: L-ornithine biosynthesis I|g__Acinetobacter.s__Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0668e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	3.34058e-4	1.47827e-5	0	0	0	0	2.90013e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97671e-4	0	0	0	0	3.24847e-5	0	0	0	2.17575e-4	3.63982e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Anaerostipes.s__Anaerostipes_sp_992a	6.33807e-5	0	0	2.38999e-5	0	2.31613e-5	2.00867e-4	2.34808e-4	0	0	0	0	0	2.95187e-5	2.11902e-5	0	0	0	0	0	0	0	0	0	5.70698e-4	7.47583e-4	0	0	0	0	2.11719e-4	0	2.01325e-5	0	0	6.59473e-5	0	0	0	1.27882e-4	0	1.88364e-5	0	0	0	0	0	0	2.963e-5	0	0	0	0	5.03278e-5	5.17878e-5	0	0	4.99461e-5	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	2.4553e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69583e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	3.70848e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	3.42588e-5	0	0	1.42062e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3029e-5	0	0	0	0	1.77678e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89921e-4	0	0	0	0	6.50801e-5	0	0	0	0	0	1.74322e-4	0	0	0	0	0	0	0	0	0	0	0	0	8.4070100000000007e-05	0	0	0	5.18067e-5	0	0	0	2.68813e-4	0	0	4.35108e-5	0	0	0	0	0	1.47684e-4	3.07304e-5	0	6.52727e-4	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	2.35983e-4	0	5.43145e-4	2.52438e-4	2.5109e-4	6.97641e-4	8.96052e-5	3.27813e-4	2.86967e-4	0	4.53385e-5	3.96411e-5	0	2.86006e-4	0	0	0	0	0	0	0	0	1.18554e-4	0	3.08649e-4	0	5.09345e-5	0	0	9.93549e-5	5.93871e-4	3.09947e-4	7.21766e-4	0	0	0.00182224	8.98762e-5	0	2.52136e-5	1.04479e-4	0.00153199	1.3114e-4	0	0	0	0	0	0	2.13918e-5	0	0	0	0	0	0	0	0	1.72641e-4	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44785e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68746e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.21451e-5	0	4.01931e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	1.57322e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02439e-5	0	0	0	0	2.51338e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Clostridium.s__Clostridium_neonatale	6.40097e-5	0	0	0	2.14843e-5	7.58311e-5	0	0	0	0	4.01224e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.86418e-5	5.4183e-5	0	0	0	5.8844e-4	3.06165e-5	0	0	1.8194e-4	4.75699e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Corynebacterium.s__Corynebacterium_efficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9538e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Desulfovibrio.s__Desulfovibrio_piger	4.3267e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Enterococcus.s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	1.16985e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Escherichia.s__Escherichia_coli	2.32816e-4	8.74766e-5	0	0	0.00159438	2.02481e-4	0	0	0	0.00121674	2.592e-5	3.44766e-4	0	7.72976e-5	0.0012274	3.66791e-4	2.7445e-4	0.00130264	7.46445e-4	8.46666e-4	5.20359e-4	1.75918e-4	3.11461e-4	6.23847e-4	6.18971e-5	1.29987e-4	0	2.57247e-4	0.00109333	1.49732e-4	0	7.67861e-5	0	0	4.56398e-4	0	0	1.50731e-4	0	0	0	0	0	2.65378e-5	0	4.24314e-4	9.07832e-4	1.21593e-4	0	3.23553e-4	3.79682e-4	8.11859e-4	6.3935e-4	0	1.88422e-4	1.30519e-4	0	0	1.52526e-4	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1533e-5	0	2.12645e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97913e-5	0	0	6.16572e-5	0
