# Pathway	# Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_butyricum	PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06471E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_neonatale	PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_neonatale	0.000180087	0	0.000021763	0	2.27255E-05	0.000073054	0	0	0	0	0.000110557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38911E-05	0	5.22043E-05	0	0	0.000680822	4.76265E-05	0	0	0.000189592	0.000451324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_perfringens	PWY-5097: L-lysine biosynthesis VI|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Desemzia.s__Desemzia_incerta	PWY-5097: L-lysine biosynthesis VI|g__Desemzia.s__Desemzia_incerta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24029E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Desulfovibrio.s__Desulfovibrio_piger	PWY-5097: L-lysine biosynthesis VI|g__Desulfovibrio.s__Desulfovibrio_piger	2.56186E-05	0	0	0	0	0	2.63443E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33613E-05	0	0
PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_hirae	PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0.000662282	0.00177792	0.000110324	0	0	0	0	0	0	0	0	0	6.74667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58187E-05	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Escherichia.s__Escherichia_coli	PWY-5097: L-lysine biosynthesis VI|g__Escherichia.s__Escherichia_coli	0.000174977	3.32207E-05	0	0	0.00130857	0.00016654	0	0	0	0.00101055	1.72548E-05	0.000289955	0	8.00174E-05	0.00108408	0.000263525	0.000277164	0.00119314	0.000581232	0.000908039	0.000457062	0.000112064	0.000199403	0.000677293	0	0.000212142	0	0.00022984	0.00115176	0.000119374	0	0	0	0	0.000368402	0	0	9.40095E-05	0	0	0	0	0	3.42218E-05	0	0.00028243	0.000831412	0.000169805	0	0.000220911	0.00020211	0.000681437	0.000526016	0	0.000123361	8.54142E-05	0	0	0.000164582	0
PWY-5097: L-lysine biosynthesis VI|g__Fibrobacter.s__Fibrobacter_sp_UWH4	PWY-5097: L-lysine biosynthesis VI|g__Fibrobacter.s__Fibrobacter_sp_UWH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000417207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000726311	0	0	0.000199891	0	0
PWY-5097: L-lysine biosynthesis VI|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	PWY-5097: L-lysine biosynthesis VI|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66389E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Intestinibacter.s__Intestinibacter_bartlettii	PWY-5097: L-lysine biosynthesis VI|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49754E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_murinus	PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_reuteri	PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lysinibacillus.s__Lysinibacillus_fusiformis	PWY-5097: L-lysine biosynthesis VI|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95361E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lysinibacillus.s__Lysinibacillus_massiliensis	PWY-5097: L-lysine biosynthesis VI|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	3.97046E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Methanobrevibacter.s__Methanobrevibacter_millerae	PWY-5097: L-lysine biosynthesis VI|g__Methanobrevibacter.s__Methanobrevibacter_millerae	0	0	3.57612E-05	0	0	0	6.16924E-05	0	0	0	0	0	0	8.29186E-05	0.000135765	0	0	3.56686E-05	3.45788E-05	9.28843E-05	0	6.12491E-05	0.000054727	0	3.10365E-05	0	0	0.000200957	6.82058E-05	0.0000435	2.28788E-05	0	0	0	0	0	0	0	0	0	0	2.11621E-05	0.000108559	0.000150589	0.000139668	5.28063E-05	0	0.00019431	0	2.56183E-05	0	4.58842E-05	0	9.51858E-05	0	0.000129559	0	5.19385E-05	0	5.41857E-05
PWY-5097: L-lysine biosynthesis VI|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	PWY-5097: L-lysine biosynthesis VI|g__Methanobrevibacter.s__Methanobrevibacter_thaueri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13115E-05	0	0	0	0	0	0	0	0	2.74849E-05	2.19774E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155049	0	0	0	0	1.36856E-05	1.99993E-05	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Prevotella.s__Prevotella_ruminicola	PWY-5097: L-lysine biosynthesis VI|g__Prevotella.s__Prevotella_ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000227808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Prevotellaceae_unclassified.s__Prevotellaceae_bacterium_HUN156	PWY-5097: L-lysine biosynthesis VI|g__Prevotellaceae_unclassified.s__Prevotellaceae_bacterium_HUN156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57843E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Prolinoborus.s__Prolinoborus_fasciculus	PWY-5097: L-lysine biosynthesis VI|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000083175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-5097: L-lysine biosynthesis VI|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	2.67612E-05	0	0	0	0	2.67042E-05	0	0	8.19097E-05	0	0	0	6.80252E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77031E-05	0	0	0	0	0	0	0	0	0	5.66404E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Solibacillus.s__Solibacillus_kalamii	PWY-5097: L-lysine biosynthesis VI|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	1.05698E-05	0	0	0	0	0	0	4.22403E-05	1.13628E-05	0	5.33333E-05	0	1.64918E-05	2.80026E-05	1.53159E-05	1.38668E-05	0	0	0	4.15431E-05	0	0	0	0	0	0	0	2.89542E-05	0	4.12007E-05	0.000167496	0	0	0	0	0	0	0	0	0	0	3.90144E-05	7.70256E-06	1.32503E-05	0	0	0	0	0	0	0	1.91025E-05	0	0	2.94207E-05	0
PWY-5097: L-lysine biosynthesis VI|g__Solibacillus.s__Solibacillus_silvestris	PWY-5097: L-lysine biosynthesis VI|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.07771E-05	0	0	0	0	0	0	2.85564E-05	5.2855E-06	0	2.06781E-05	0	8.03532E-06	1.35805E-05	9.20506E-06	9.49926E-06	0	0	0	2.34143E-05	0	0	0	0	0	0	0	1.44507E-05	0	2.78187E-05	9.45635E-05	0	1.93359E-05	0	0	0	0	0	0	0	0	1.89304E-05	0	0	0	0	0	0	0	0	0	1.55971E-05	0	0	1.23344E-05	0
PWY-5097: L-lysine biosynthesis VI|g__Treponema.s__Treponema_saccharophilum	PWY-5097: L-lysine biosynthesis VI|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57835E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Turicibacter.s__Turicibacter_sanguinis	PWY-5097: L-lysine biosynthesis VI|g__Turicibacter.s__Turicibacter_sanguinis	0.000203155	0	0.000520704	0.000674897	0.000078051	0.000558196	0.000239679	0.000658558	0.000463075	0.00012072	0.000274891	0.000311471	0.000110947	0.000445014	4.24158E-05	0.000078712	5.41325E-05	0	0	0	0	0	4.67677E-05	0	0.000250726	9.06971E-05	0	4.53576E-05	0	0	0.000712366	0.000437574	0.000653742	0.000103444	2.84229E-05	0.000689816	0.000335908	0	0.000293761	0.000233747	0.000767124	0.000339041	0	0	2.52703E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56725E-05	0
PWY-5097: L-lysine biosynthesis VI|unclassified	PWY-5097: L-lysine biosynthesis VI|unclassified	0.00689012	0.00650538	0.00750298	0.00850011	0.00286689	0.00627963	0.00948243	0.00880701	0.00811676	0.00454415	0.00831593	0.00659808	0.00689084	0.00715515	0.00545275	0.00820375	0.00898214	0.00430319	0.00657311	0.00599004	0.00736463	0.00801431	0.0075552	0.00675431	0.00825629	0.00802286	0.0103861	0.0076741	0.00535247	0.00792655	0.00603588	0.00620518	0.00799145	0.00666876	0.00472253	0.00646026	0.00709781	0.00835005	0.0084627	0.00865888	0.00606973	0.00822693	0.00956212	0.00905697	0.00941151	0.00707256	0.00574843	0.00873952	0.0130392	0.00797538	0.00830161	0.00705636	0.00773672	0.0104536	0.00922459	0.00921715	0.0108299	0.00771216	0.00777616	0.00999957
PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5100: pyruvate fermentation to acetate and lactate II	0.00800254	0.0102193	0.00905642	0.0101169	0.00535293	0.00738146	0.0106045	0.0105808	0.00952161	0.00579798	0.00956254	0.00741186	0.0078706	0.00993	0.00581673	0.00783502	0.00863577	0.00569142	0.00687742	0.00655649	0.00764928	0.00840392	0.00811904	0.00668941	0.0103673	0.00815651	0.011053	0.00752269	0.0057559	0.00815598	0.00859742	0.00733309	0.00935008	0.00920747	0.00720655	0.00903285	0.00849049	0.00893906	0.0095961	0.0101361	0.00867561	0.0102308	0.00920894	0.0091096	0.00897625	0.007116	0.00698665	0.00773832	0.0103311	0.0081404	0.0086778	0.00667951	0.00752942	0.0098921	0.00832198	0.00771816	0.00995089	0.00841185	0.00816722	0.00919588
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91858E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_sp_494a	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	0.000420735	0	0	0	0	0	2.73535E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201257	0	0	0	0	0.000055152	0	0	0	0.000286055	6.81814E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_longum	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_merycicum	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182778	0	0	0	0	6.05888E-05	0	0	0	0	0	0.000146658	0	0	0	0	0	0	0	0	0	0	0	0	6.42198E-05	0	0	0	0.000049727	0	0	0	0.000277641	0	0	3.29555E-05	0	0	0	0	0	0.000113974	0	0	0.000671968	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_ruminantium	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_ruminantium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08378E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	3.22526E-05	0	4.04482E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65346E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Clostridium.s__Clostridium_bornimense	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Clostridium.s__Clostridium_bornimense	0	0	0	0	0	2.59252E-05	0	2.41765E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117671	1.44578E-05	0	0	0	0.000103383	0	0	0	1.87886E-05	4.42384E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Desulfovibrio.s__Desulfovibrio_piger	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Desulfovibrio.s__Desulfovibrio_piger	6.46467E-05	0	0	0	0	2.12429E-05	0	0	0	0	0	0	0	0	0	0	1.76263E-05	1.13805E-05	0	0	0	0	1.96287E-05	0	0	0	0	0	0	0	1.45135E-05	0	2.14501E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20575E-05	3.93705E-05	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Escherichia.s__Escherichia_coli	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Escherichia.s__Escherichia_coli	0.000119284	0	0	0	0.00104704	6.05539E-05	0	0	0	0.000616115	0	0.00014517	0	0	0.00070529	0.000125185	0.000122908	0.00097155	0.000477417	0.000538691	0.000304864	0.000046807	5.44257E-05	0.000384268	0	5.98497E-05	0	0.000110767	0.000533183	0	0	0	0	0	0.000239152	0	0	0	0	0	0	0	0	0	0	0.000225583	0.000471696	2.22597E-05	0	0.000100196	0.000193928	0.000435409	0.000273259	0	2.12895E-05	2.62286E-05	0	0	3.93367E-05	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70693E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Romboutsia.s__Romboutsia_ilealis	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Romboutsia.s__Romboutsia_ilealis	0	0	6.47686E-05	2.40164E-05	0	3.15152E-05	0	5.57396E-05	0	1.04738E-05	4.35826E-05	0.000032703	0	3.40483E-05	0	2.08608E-05	0	0	0	0	0	0	0	0	3.73182E-05	0	0	0	0	0	6.34751E-05	2.70466E-05	3.77087E-05	0	0	4.67226E-05	5.09577E-05	0	0	0.000046013	4.63521E-05	4.22349E-05	0	4.20247E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Streptococcus.s__Streptococcus_uberis	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Streptococcus.s__Streptococcus_uberis	0	0	0	0	0	2.16945E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Treponema.s__Treponema_saccharophilum	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Treponema.s__Treponema_saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71117E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Turicibacter.s__Turicibacter_sanguinis	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Turicibacter.s__Turicibacter_sanguinis	0.000218646	0	0.000528028	0.000772149	7.58195E-05	0.000474923	0.000266669	0.000639137	0.000504317	0.000134926	0.000204654	0.00030634	0.000142116	0.000343348	0	0.000103942	3.72873E-05	0	0	0	0	0	5.24825E-05	0	0.000260399	0.000102063	0	0	2.51876E-05	0	0.000619603	0.000410068	0.00057249	0.000150962	4.32375E-05	0.000697811	0.000339827	0	0.00027333	0.000257614	0.000738589	0.000327617	4.49611E-05	5.80751E-05	0.0000256	3.40482E-05	0	0	0	0.000084997	0	0	0	0	0	0	0	0	7.53314E-05	0
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	0.00732334	0.0101687	0.0083396	0.00895985	0.00381075	0.00666434	0.0102688	0.00839246	0.00888535	0.00488591	0.00928231	0.00670169	0.0075497	0.00747229	0.00474696	0.00743194	0.00827731	0.00434503	0.00612521	0.0057135	0.00701807	0.0081109	0.0077388	0.00606147	0.00955628	0.00682941	0.011033	0.00716671	0.00452993	0.0079763	0.00639653	0.00694673	0.00773992	0.0088929	0.00677642	0.00627758	0.00817719	0.00874864	0.00934485	0.00903667	0.00635869	0.00896941	0.00884808	0.00897338	0.00887487	0.00655227	0.00602843	0.0076251	0.00910969	0.00790417	0.00833322	0.00599988	0.00694097	0.00946314	0.00815572	0.00760713	0.00977063	0.00786886	0.0078907	0.00886357
PWY-5103: L-isoleucine biosynthesis III	PWY-5103: L-isoleucine biosynthesis III	0.00996094	0.0125173	0.0110444	0.0112229	0.00708505	0.0101933	0.0124877	0.0120233	0.0113362	0.00838644	0.0105739	0.0102081	0.00952794	0.0113667	0.00962819	0.0115165	0.0125014	0.00813935	0.0104206	0.0096439	0.0105772	0.0114439	0.0113642	0.0101611	0.011961	0.0122376	0.0136777	0.0111616	0.0104939	0.0117847	0.0107834	0.00907275	0.0118609	0.0108215	0.0101466	0.0117354	0.0101773	0.0127012	0.0130632	0.0115294	0.0106812	0.0120678	0.0133406	0.0124538	0.0133228	0.0109604	0.00988966	0.0104888	0.0115883	0.01186	0.0119844	0.0109326	0.0112715	0.0135214	0.0134967	0.0126486	0.0145621	0.0121557	0.0120956	0.0135926
PWY-5103: L-isoleucine biosynthesis III|g__Acinetobacter.s__Acinetobacter_lwoffii	PWY-5103: L-isoleucine biosynthesis III|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	2.38095E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25737E-05	0	0.000164595	0	4.14528E-05	0	0	0	0	0	0	0	0	0	3.42386E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23485E-05	0	0	3.54789E-05	0	0	0	7.66173E-05	0.000224185
PWY-5103: L-isoleucine biosynthesis III|g__Acinetobacter.s__Acinetobacter_schindleri	PWY-5103: L-isoleucine biosynthesis III|g__Acinetobacter.s__Acinetobacter_schindleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39649E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85871E-06	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Anaerostipes.s__Anaerostipes_sp_494a	PWY-5103: L-isoleucine biosynthesis III|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	0.000423824	0	0	0	0	0	2.72363E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247267	0	0	0	0	4.93264E-05	0	0	0	0.000366564	6.79065E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	PWY-5103: L-isoleucine biosynthesis III|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	4.25121E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57105E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_altitudinis	PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_altitudinis	0	0	0	0	0	0	0	0	0	0	0	1.14946E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_pumilus	PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_pumilus	0	0	0	0	0	0	0	0	0	0	0	2.83892E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_safensis	PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_safensis	0	0	0	0	0	0	0	0	0	0	0	1.64565E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_sp_FJAT_27986	PWY-5103: L-isoleucine biosynthesis III|g__Bacillus.s__Bacillus_sp_FJAT_27986	0	3.76582E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95526E-05	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens	PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000048782	0	0	5.36322E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
